TODOTIMELOG VERSION 1
ID de tâche;Titre;ID utilisateur;Date de début;Heure de début;Date de fin;Heure d'achèvement;Temps passé (Hrs);Commentaire;Type;Chemin
26;Gfx;Etudiant;2020-01-10;17:08;2020-01-10;17:08;0,001;;Suivi;
